Orionintie|24.76728,60.18267
Haukilahden helmi|24.774658,60.1667664
Kellarikuja|
Koppelikuja|
Salakkakuja|
Kivenlahden uimaranta|24.6258077,60.1530179
SEO Espoo|24.6992877,60.1688069
Passipolku|
Vuoriharjuntie|
Herrbackantie|
Skatanpolku|
TF:s sportstugan|24.653639277777778,60.29450505555556
Linnakekuja|
Varaväentie|
Vallikuja|
Kivenlahden Pyörähuolto|24.633774,60.1542764
Patakuja|
Kylvökuja|
Peilitie|
Lahja- ja Kukkakauppa Nostalgia|24.6501987,60.206959
Lampitie|
Galleria|24.81280191538461,60.22147273076923
Puistomäki|
Ensimmäinen järvikuja|
Vähänlammenlaita|
Vanhan-Mankkaan tie|
Mustalammen pieni keittokatos|24.5099546,60.3057363
Hietamäentie|
Neljäs huvilatie|
Ståhlentie|
Sipulipolku|
Alberga golf [range]|24.8000337,60.2182482
Espoonlahden koulu ja lukio|24.664213333333333,60.14456986666667
Autokeskus|24.7501071,60.1709793
Orapihlajantie|
Havukasvit;Alppiruusut|24.83196836666667,60.25069353333333
Eerontie|
Porrastie|
HairStore|24.7388542,60.1615287
Heiniemenpolku|
Harjuviita|
Alajuoksu|
Karhusaarentie|
Kilonkartanontie|
Seiliniitty|
Salmenpolku|
Kasavuorenrinne|
Lumihiirenpolku|
Odilammen uimapaikka|24.7687912,60.3039475
Alakivenlahden Apteekki|24.6375155,60.1541908
Suur-Helsingin Golf/Luukki|24.676971613223138,60.31480960826445
Klockarsintie|
Kivitie|
Hansakallio|
Valkjärventie|
Kaitakorventie|
Huvilinnanmäki|
Kontti|
Hakarinne|
Raha-automaattiyhdistys|24.828946723076918,60.219113123076916
Ylämäentie|
Alberganesplanadi|
Haltilantie|
Niipperinrinteentie|
Kulloonsilta|
Koivuviita|
Kontionkuja|
Saarijärventie|
Iso Omena|24.737838245,60.161666229999994
Tarvonsalmenkatu|
Hanikan kuntorata|
Kippotie|
Jalavapuiston koulu / parakki|24.668542589999998,60.19654051
Ylätie|
Perkkaantie|
Porttiniityntie|
Laurinlahdentie|
Kurtinmäentie|
Kuuttikuja|
Mansikkatie|
Mustanotko|
Kehä I|
Ryijytie|
Elfvikinkuja|
Tuurinniitynkuja|
Jousenjänne|
Hauklammenranta|
Purolaaksontie|
Kurtintie|
Pirkontie|
Veikon Kone oy|24.6940747,60.1593962
Ravintola Lähderanta|24.7417401,60.239617
Sinkkitie|
Sinimäentie|
Viherlaaksontie|
Takkulantie|
Solvalla 3.3 km kuntorata|
Vanha Finnsintie|
Kummelipolku|
Åminnenmäki|
Vehkarinne|
Kalmarinranta|
Katiskakuja|
Prisma Iso Omena|24.7375304,60.1620733
Punatulkuntie|
S-market Pohjois-Tapiola|24.806940599999997,60.18567928
Luuvankulma|
Taavin koti ja kahvila|24.812652,60.179205
